"age","study_hours","self_study_hours","social_media_hours","gaming_hours","sleep_hours","screen_time_hours","mental_health_score","focus_index","burnout_level","productivity_score","exam_score"
"21","5.86","2.41","6.3","2.57","7.01","10.33","5","24.83","62.02","31.62","6.65"
"16","5.33","3.43","4.62","0.41","4.98","4.68","8","34.37","39.48","55.25","39.73"
"24","0.5","1.53","3.56","2.87","5.17","8.49","5","16.65","35.25","7.11","8.61"
"22","2.47","2.91","7.97","1.8","5.62","8.18","9","28.9","65.98","37.23","11.3"
"20","2.92","1.79","2.82","0","9.09","9.41","6","19.97","60.84","22.22","1"
"22","6.18","1.87","3.23","1.61","7.61","8.66","8","39.22","49.18","51.64","28.56"
"21","5.25","2.13","4.85","1.27","4.83","5.18","2","12.94","43.24","25.51","11.05"
"23","4.37","3.71","1.75","2.34","6.94","9.68","5","33.68","50.26","33.39","10.16"
"23","3.88","2.32","4.11","3.16","7.7","8.53","10","25.64","52.21","42.66","12.16"
"23","0.2","5.66","2.02","0.3","6.55","9.87","2","27","45.09","8.57","1"
"21","3.78","1.19","3.26","0.08","7.49","8.81","5","25.75","39.87","29.66","19.51"
"17","7.51","2.15","2.93","0.04","5.72","8.8","7","36.73","53.08","44.28","21.88"
"16","2.13","2.72","1.55","1.16","8.83","8.27","4","26.73","47.61","19.04","6.18"
"21","5.95","4.79","1.97","0","6.89","5.11","3","32.96","41.63","42.62","12.29"
"17","1.15","4.39","1.33","2.56","6.68","12.16","6","27.04","50.56","20.09","2.22"
"22","3.81","3.1","3.67","1.19","7.38","9.4","9","32.88","64.92","37.49","21.52"
"25","2.08","1.55","3.43","3.54","7.16","10.24","7","21.05","49.76","25.99","10.62"
"17","2.56","2.92","2.74","1.79","10","8.86","10","36.95","19.38","45.28","26.39"
"22","4","3.08","1.9","0","6.63","8.11","10","44.62","51.9","58.61","33.52"
"16","3.19","0.25","3.79","0","7.2","2.8","7","31.99","47.31","28.77","14.63"
"21","2.89","2.16","1.63","2.25","4.43","6.99","1","4.52","66.59","1","1"
"23","4.65","3.76","3.39","1.67","6.26","5.28","3","20.84","45.08","20.57","9.47"
"19","3.91","2.9","3.19","2.42","5.41","5.98","8","36.06","66.09","38.87","22.47"
"17","4.44","1.62","7.31","3.82","7.15","8.56","7","17.33","38.37","36.31","11.72"
"24","4.1","3.97","0.96","1.98","8.04","5.9","4","31.7","50.54","34.41","11.32"
"21","3.09","2.89","7.51","1.61","6.51","9.62","9","19.08","56.29","34.75","7.98"
"17","6.6","3.7","1.56","0.15","7.19","8.81","7","43.58","75.73","46.21","15.42"
"20","3.59","1.82","4.29","2.69","7.73","8.07","1","23.44","39.22","10.59","8.71"
"22","4.04","2.18","4.28","0.77","7.59","10.3","4","21.09","28.26","31.81","15.81"
"18","6.21","4.8","2.66","1.09","8.25","7.86","6","37.33","42.94","50.78","32.34"
"16","4.78","1.89","3.45","3.32","7.56","4.72","10","29.03","45.02","56.01","34.12"
"25","6.75","2.75","1.38","0.39","7.86","6.98","4","38.91","45.84","42.04","18.27"
"20","5","4.71","1.55","1.28","7.61","5.14","9","46.54","42.79","57.52","37.45"
"20","3.03","3.78","3.6","1.88","5.4","1","9","29.14","30.35","39.76","23.15"
"22","4.79","1.14","1.92","2.4","7.73","13.22","3","29.39","53.79","33.23","18.08"
"21","8.1","0.75","4.48","2.84","6.62","6.99","3","26.74","36.69","52.88","25.34"
"16","5.21","2.99","3.51","0.3","6.11","8.77","9","37.8","75.77","48.48","21.49"
"16","3.07","3.32","2.61","2.24","7.2","4.47","9","30","22.23","54.43","30.79"
"22","5.45","2.68","0.2","0.27","9.01","7.81","8","48.26","35.66","52.56","26.38"
"17","4.01","3.79","5.21","1.94","7.21","2.6","2","21.3","39.34","19.3","5.26"
"24","5.25","1.76","3.29","1.34","7.21","8.47","1","18.86","42.28","23.78","11.33"
"24","4.31","1.26","0","0.31","8.05","10.08","6","23.79","54.94","29.62","6.55"
"19","7.71","2.38","4.39","0.11","6.06","10.54","3","29.15","56.1","38.67","15.94"
"18","7.22","2.19","3","2.45","5.19","5.24","2","21.47","41.29","36.55","10.01"
"23","2.27","1.96","2.34","2.44","7.17","6.11","2","20.11","30.69","14.64","14.69"
"19","3.34","2.73","3.1","0.48","5.89","7.58","10","35.16","76.71","34.71","9.65"
"18","7.97","2.44","6.88","1.61","9.61","6","3","35.22","45.57","43.82","28.07"
"18","5.45","2.92","1.92","0","7.76","4.88","5","34.71","23.18","48.34","26.45"
"18","0.53","1.49","4.11","1.28","6.92","8.04","10","24.81","45.69","34.26","9.57"
"16","2.67","2.91","2.7","0.55","9.96","9.98","9","46.73","13.85","54.57","37.57"
"20","3.29","1.36","4.07","3.18","6.57","4.3","7","23.48","34.24","32.28","13.32"
"17","1.83","1.81","5.9","0.41","6.91","6.41","3","10.52","50.16","5.27","4.51"
"22","3.76","3.21","5.28","1.98","6.55","8.78","9","33.52","47.44","39.28","17.88"
"19","6.96","2.31","5.1","0","5.96","7.23","1","30.68","42.59","43.08","31.1"
"17","4.04","2.59","2.96","0","7.47","5.52","9","34.16","40.24","58.69","32.46"
"23","0.51","2.71","2.29","2.02","6.89","8.14","10","30.31","52.63","33.36","13.13"
"23","4.53","1.71","2.32","2.04","4.98","5.12","8","29.55","69.24","38.47","10.76"
"16","4.62","1.18","3.45","0.87","6.71","3.81","3","23.81","34.46","27.61","23.96"
"20","3.81","2.18","1.59","0.33","6.63","6.8","6","36.21","69.55","33.24","10.36"
"25","1.65","3.93","1.65","1.85","7.02","8.91","10","40.92","51.74","32.93","20.6"
"17","3.17","3.05","0.98","0.49","4.51","6.94","10","35.93","68.68","38.35","17.47"
"24","3.71","3.21","4.65","3.48","6.33","7.11","4","14.5","37.24","19.87","1"
"17","3.71","0.79","5.01","0","9.06","6.71","4","25.71","43.33","26.2","14.38"
"22","4.36","3.07","2.09","0.66","7.62","6.39","4","35.08","46.88","38.45","15.46"
"17","4.3","1.66","3.24","0","7.34","10.74","6","25.28","47.19","41.78","22.81"
"17","4.55","2.45","2.06","0","4.14","7.03","9","34.04","54.8","43.15","16.56"
"16","6.12","2.92","0","0.65","6.36","9.23","8","51.29","54.61","52.35","19.63"
"16","8.08","2.68","5.33","2.34","6.27","4.94","10","37.84","38.57","69.32","37.43"
"24","7.67","1.04","2.94","1.34","6.43","5.8","8","41.4","45.73","67.79","29.84"
"17","4.48","1.79","3.48","2.19","4.73","8.51","3","16.09","51.47","18.17","1"
"18","5.55","2.96","1.37","1.84","6.76","9.9","2","30.13","65.29","27","6.35"
"24","5.84","1.34","4.46","2.45","6.97","6.86","10","38.8","39.55","67.93","31.97"
"21","5.86","3.74","3.12","0.15","8.66","6.89","5","41.41","32.73","46.13","26.18"
"21","7.13","0.92","3.56","0.78","6.28","5.77","4","23.67","60.61","30.42","14.98"
"24","6.17","3.13","2.51","2.49","8.42","8.77","2","22.74","47.71","32.79","13.95"
"22","7.57","1.64","0.96","0.64","6.06","7.34","4","42.5","70.73","43.62","17.29"
"18","4.95","3.54","4.06","3.24","4.81","6.89","1","24.38","47.95","23.32","7.01"
"24","3.91","2.41","4.4","0.67","6.05","2.22","10","37.95","51.04","56.65","26.89"
"19","6.01","2.68","6.54","0","6.55","7.88","10","30.49","48.52","55.99","28.69"
"25","6.5","0.02","2.26","0.74","7.53","7.03","5","43.33","50.73","54.06","37.19"
"18","3.12","0.27","5.96","3.02","6.43","7.54","9","14.34","58.43","27.19","2.17"
"24","1.27","3.98","1.15","2.03","5","5.85","2","30.06","76.23","7.17","1"
"18","6.68","0.41","2.12","0.45","8.68","4.45","9","33.46","18.82","60.46","32.18"
"16","4.57","3.04","4.14","1.44","10","13.94","5","35.17","50.08","39.01","18.18"
"25","5.56","2","1.13","0.23","7.56","7.02","7","37.53","27.53","53.35","28.7"
"18","3.33","5.09","3.57","0.22","5.1","6.08","10","38.63","54.78","45.25","18.67"
"18","1.87","0.35","3.71","0.94","8.66","3.19","8","27.31","29.89","32","20.39"
"20","5.48","1.74","2.97","2.05","6.45","8.74","5","25.03","38.17","44.4","22.6"
"24","7.33","1.84","0","2.52","5.44","7.14","1","23.42","40.55","40.13","7.81"
"22","2.43","4.77","2.82","0.15","6.08","3.31","1","28.44","48.19","14.92","12.9"
"18","4.47","1.73","2.07","0.2","8.13","4.73","1","16.54","46.85","20.28","1"
"18","6.04","3.22","2.82","0","8.72","3.13","2","35.07","9.83","45.65","37.15"
"19","1.93","0.89","1.35","1.2","8.01","3.13","5","31.04","37.11","19.8","9.81"
"22","5.96","1.79","1.86","2.43","7.97","6.37","5","36.44","41.51","43.21","27.77"
"19","5.52","3.2","5.53","0.21","5.61","5.17","3","22.35","41.89","30.51","7.51"
"24","4.39","0.63","0.99","0.83","5.22","8.24","3","24","58.97","20.06","5.26"
"18","5.18","4.47","1.28","3.78","6.31","7.75","10","52.2","62.22","64.93","33.63"
"22","2.87","0.78","1.38","0.82","7.45","8.1","2","25.08","21.65","18.7","4.46"
"25","7.19","2.62","2.87","1.49","8.1","1.86","1","28.93","17.16","39.11","23.53"
"24","3.91","0.09","1.23","0.96","7.93","9.1","4","22.07","32.01","36.37","15.21"
"20","5.07","0.58","0.7","0.8","8.23","8.92","1","25.93","35.39","31.16","11.98"
"19","3.22","3.26","3.89","2.03","7.15","6.52","8","22.58","52.14","34.43","13.96"
"17","4.63","4.95","1.73","0.23","7.87","9.63","4","38.64","43.03","41.37","21.32"
"20","7.24","2.7","3.42","0.39","4.7","9.73","10","41.9","55.83","61.05","32.19"
"18","0.18","0.77","2.92","0","7.59","6.42","6","18.6","32.57","12.93","1"
"18","4.79","0.34","4.79","1.41","7.3","8.94","5","35.45","57.94","42.73","20.39"
"25","4.97","3.16","1.32","2.71","6.29","6.34","5","43.58","45.23","42.8","17.29"
"22","4.27","3.62","3.77","1.67","6.67","7.22","9","38.65","42.3","63.2","30.15"
"21","3.63","2.93","3.07","0","4.36","9.8","4","19.36","49.84","23.9","7.15"
"18","2.34","1.56","2.51","1.42","6.02","4.22","3","12.95","56.15","13.88","1"
"24","5.21","2.42","0.21","2.23","7.29","6.29","5","38.84","52.41","39.89","20.07"
"22","4.62","2.92","2.6","2.98","6.48","11.56","5","24.93","64.38","43.65","10.16"
"23","6.61","3.08","2.37","0","7.96","8.45","3","44.07","46.55","52.98","37.8"
"19","2.06","0.62","4.65","0","7.87","6.44","9","33.53","45.42","46.09","16.48"
"22","5.32","2.08","3.78","1.49","6.61","3.81","10","38.17","38.19","59.25","34.64"
"24","6.25","2.99","3.4","2.84","6.27","6.32","6","32.34","54.21","39.05","23.23"
"23","4.68","3.47","4.06","3.36","6.02","9.72","6","30.61","53.71","30.43","27.45"
"22","1.66","1.82","2.76","3.35","7.31","3.71","10","21.22","25.59","46.04","25.92"
"20","3.15","1.63","3.51","2.98","8.66","14.55","6","29.93","34.16","35.24","21.63"
"23","2.28","1.08","4.37","1.68","7.39","6.01","8","29.29","41.88","40.78","17.05"
"23","4.02","6.29","4.2","2.66","6.95","6.86","5","34.55","55.71","46.86","18.76"
"19","4.35","3.48","7.7","1.73","5.17","10.46","8","20.06","59.51","24.86","12.91"
"24","4.91","0.47","3.09","0.11","6.69","5.21","5","33.31","43.76","38.31","16.98"
"16","2.4","2","4.4","1.57","8.37","10.37","8","26.68","36.8","39.9","22.41"
"24","4.83","0.85","2.58","1.72","6.25","8.14","6","28.27","39.41","37.51","11.89"
"16","6.04","1.87","5.11","0.37","6.1","7.51","9","42.05","51.73","58.7","37.59"
"20","4.3","2.74","1.89","1.87","8.22","8.73","9","46.38","42.07","49.79","37.06"
"21","9.17","2.52","2.98","0.32","7.11","4.84","5","37.88","45.03","71.34","33.27"
"25","5.11","1.37","2.26","0","6.15","1.61","4","25.67","53.45","34.12","14.98"
"20","2.93","3.18","0","1.43","7.89","8.22","7","44.72","42.89","48.13","21.16"
"19","5.42","0.79","2.08","1.71","5.06","8.24","7","30.75","69.59","35.78","14.29"
"20","0.69","2.2","2.68","0","7.21","7.38","10","37.14","46.13","36.78","19.28"
"22","4.11","1.34","3.08","2.18","10","9.43","2","27.02","16.29","31.07","17.8"
"17","3.45","2.49","0.28","2.5","6.86","7.78","10","48.48","53.34","51.44","16.47"
"22","2.83","0.62","2.31","0","6.6","7.48","4","22.56","65.15","11.85","4.4"
"24","2.32","1.06","4.34","2.37","8.54","8.73","3","13.47","43.63","12.83","1"
"22","8.58","3.4","3.13","2.29","6.62","8.59","2","40.15","36.09","56.71","39.82"
"19","6.72","4.28","2.66","1.07","7.5","8.97","8","32.84","42.59","54","20.96"
"23","4.04","2.43","3.34","1.39","9.42","7.26","2","16.61","29.15","24.49","3.98"
"25","1.97","3.4","6.07","1.34","7.41","5.84","7","19.04","29.35","27.37","10.31"
"23","3.35","0.78","2.31","2.76","4.07","6.35","8","17.71","59.32","24.47","5.45"
"24","6.26","0.32","2.92","1.39","8.08","9.21","9","29.68","33.63","63.41","31.47"
"21","5.69","2.56","1.07","0.67","7.86","6.84","4","38.86","36.34","55.72","27.44"
"16","6.12","2.64","2.31","1.06","6.03","5.15","4","40.74","52.13","44.69","23.93"
"24","4.71","3.77","3.17","3.18","6.18","4.07","4","23.8","27.55","39.17","17.41"
"24","5.03","2.99","1.87","3.98","7.39","2.51","2","18.52","52.88","25.05","5.8"
"16","1.22","2.6","7.03","2.77","5.41","5.23","6","10.01","40.01","14.4","1"
"24","4.72","2.09","3.25","2.91","7.02","10.49","6","25.87","55.13","37.92","12.79"
"16","5.66","2.82","5.34","1.57","6.46","1","3","15.64","30.6","36.6","11.17"
"17","7.77","2.16","0.41","0.92","5.91","10.44","3","31.36","33.64","49.54","20.9"
"21","1.28","1.17","3.08","0","9.4","7.33","6","25.16","16.17","28.64","23.66"
"22","3.59","4.92","2.43","1.08","5.18","5.39","10","40.48","47.71","50.75","31.72"
"22","5.84","2.19","2.81","2.36","6.77","6.28","2","24","67.27","23.28","1"
"21","6.41","2.43","5","2.31","5.06","4.59","10","24.58","51.91","62.66","26.55"
"23","3.02","1.03","2.72","0","4.81","6.38","3","26.46","78.21","10.94","1"
"23","5.21","1.91","3.02","0.54","6.62","3.87","8","44.87","52.4","56.7","27.6"
"16","4.6","1.14","3.48","0.79","7.33","8.36","5","28.62","48.45","35.93","20.59"
"24","4.2","2.19","1.07","1.83","7.95","7.45","1","22.43","45.16","17.78","3.21"
"19","7.13","3.06","4.67","0","4.97","10.3","1","23.46","63.48","23.31","3.45"
"19","1.93","2.26","2.16","1.15","6.2","1.9","10","30.57","23.07","41.62","26.87"
"24","5.48","1.94","3.8","0.68","7.27","8.27","6","35.77","34.07","48.26","29.82"
"25","3.16","4.05","3.57","1.24","7.9","1.15","9","42.18","9.36","63.62","36.31"
"17","4.38","0.6","2.79","3.05","6.07","5.34","5","20.65","48.85","33.32","4.17"
"21","5.88","1.17","0","1.83","6.5","2.7","4","32.03","42.76","40.11","8.3"
"17","3.86","2.57","2.47","1.93","5.47","6.67","9","34.64","50.42","44.11","16.75"
"24","2.08","3.39","3.63","1.63","6.11","9.02","5","31.76","50.1","17.68","7.7"
"18","0","2.03","2.54","1.93","6.53","2.95","8","10.99","48.08","5.94","1"
"21","4.01","3.1","3.16","0.27","7","9.83","2","23.22","64.98","18.04","1"
"18","3.64","0.67","3.02","2.36","6.46","7.29","5","37.49","44.17","32.06","9.87"
"20","4.99","3.13","0.33","0.73","6.87","8.31","6","37.51","44.23","40.16","23.99"
"18","4.96","3.89","2.86","1.44","7.71","5.95","8","36.99","28.55","67.91","44.69"
"23","7.25","3.5","7.81","1.45","4.88","8.4","4","21.66","64.08","30","12.39"
"19","3.79","1.73","4.41","0.84","6.25","12.64","1","10.03","76.72","6.51","1"
"18","2.07","2.17","3.37","2.49","7.95","6.73","8","16.76","33.92","19.86","4.47"
"23","4.72","4.48","1.1","0.99","6.45","10.47","8","36.27","61.73","40.78","14.19"
"22","5.62","3.5","3.36","0","5.2","8.6","9","43.15","71.28","56.04","27.33"
"16","4.29","4.94","2.14","0.78","6.21","8.29","1","31.68","53.36","15.2","1"
"18","3.74","3.26","2.03","0.15","7.28","9.53","1","29.34","50.92","14.99","6.23"
"18","5.91","2.62","2.34","3.98","7.46","5.2","8","35.04","11.63","54.78","44.54"
"19","3.22","0.33","0.81","1.72","6.98","10.03","8","31.35","44.76","43.3","17.28"
"16","6.77","0.89","2.65","1.24","7.7","7.04","2","29.43","64.99","41.43","15.51"
"25","5.09","3.27","2.26","2.13","7.2","1.9","7","36.92","35.58","49.92","29.39"
"24","6.83","3.07","4.15","0","7.47","6.28","1","33.97","18.36","47.39","33.54"
"17","6.55","2.9","3.42","2.44","6.17","6.08","7","34.7","56.14","47.66","25.68"
"22","4.84","2.62","4.55","1.54","7.82","4.18","7","27.36","32.9","52.07","24.94"
"17","6.43","4.56","4.15","0.81","6.66","3.75","4","23.65","40.36","31.22","17.97"
"23","2.51","2.08","1.58","2.62","7.17","6.44","6","23.66","39","28.17","9.52"
"18","2.98","1.32","2.81","0.9","7.28","9.37","2","18.25","37.43","20.09","5.35"
"21","4.78","1.24","4.19","1.2","6.98","4.19","1","17.02","40.71","29.73","12.76"
"23","3.45","2.46","2.93","0","8.57","7.18","3","28.43","37.92","32.78","21.86"
"20","3.13","5.08","4.15","0.48","6.96","6.05","4","29.98","60.21","23.79","10.62"
"22","4.37","2.39","2.5","3.37","5.76","10.88","3","21.8","46.48","25.93","13.44"
"24","2.67","2.63","0","1.23","5.8","5.09","9","40.12","52.97","40.62","18.91"
"20","3.94","5.65","4.28","1.31","7.24","8.26","7","23.85","35.37","37.95","26.48"
"25","1.86","5.23","0.98","0.9","6.03","7.87","9","37.55","68.1","25.83","12.05"
"22","5.72","0.29","2.92","0.59","5.57","5.28","4","32.36","39","50.47","33.89"
"23","2.47","3.19","1.54","0.74","8.91","4.64","5","35.42","13.03","38.16","29.79"
"25","5.82","5.04","2.58","1.53","6.85","8.17","7","43.06","48.2","47.86","24.66"
"19","3.28","4.24","0","0.16","7.01","7.01","9","43.44","28.9","48.4","22.27"
"23","5.02","2.52","2.67","1.02","6.08","9.57","5","29.02","62.04","39.28","20.1"
"23","6.35","0.68","3.22","3.77","6.9","5.5","2","20.35","57.74","31.81","9.97"
"16","4.43","3.81","3.45","1.54","6.74","2.66","6","30.22","52.93","44.94","28.88"
"22","4.22","2.12","1.13","2.28","6.94","11.66","4","29.38","61.07","25.28","3.81"
"21","5.05","2.43","4.74","1.43","7.91","6.06","5","32.56","38.18","40.89","19.46"
"24","4.04","1.63","2.59","4.58","7.29","12.52","3","15.83","78.32","15.08","4.99"
"25","5.79","0","2.59","3.3","6.04","5.1","1","15.26","52.63","21.11","6.9"
"23","5.24","3.42","4.89","2.87","7.81","8.16","2","19.24","50.2","32.45","13.05"
"19","5.84","4.56","0.11","0.74","5.81","7.37","3","36.92","33.21","39.23","17.45"
"17","2.92","2.42","4.3","2.75","6.55","6.67","6","22.6","68.07","15.59","1"
"18","3.96","3.02","1.02","2.8","6.56","3.01","10","39.69","34.44","50.7","35.81"
"22","3.35","2.13","2.2","1.46","9.25","6.52","2","26.91","33.07","18.83","19.39"
"24","4.86","0.37","2.79","1.28","7.09","5.25","4","22.04","44.34","33.04","18.12"
"18","7.67","2.9","2.84","2.24","7.29","9.44","6","45.13","45.95","56.69","30.77"
"22","0","0.89","5","1.63","5.85","10.85","10","18.64","62.37","24.19","3.64"
"25","4.71","2.42","4.11","0.95","6.67","9.15","4","26.39","39.81","41.67","16.5"
"16","2.95","2.2","4.43","0.19","8.71","4.6","6","25.43","30.62","26.38","16.96"
"18","2.12","1.88","5.75","1.38","6.95","7.34","7","21.24","54.05","20.6","7.46"
"17","2.41","1.57","0.79","2.06","8.55","6.22","9","44.23","37.6","49.06","24.54"
"21","6.98","4.02","3.16","1.44","5.51","3.77","8","41.16","50.64","64.73","37.89"
"24","5.29","3.41","2.57","2.53","7.44","5.94","1","30.64","29.14","30.87","16.36"
"18","2.62","2.85","4.64","0","7.09","7.86","4","12.67","26.38","18.98","11.95"
"23","4.23","1.9","2.16","0.67","5","9.12","3","30.12","56.07","20.52","7.44"
"24","4.48","0.53","3.55","2.85","8.36","3.86","10","30.35","32.41","47.17","18.48"
"23","6.61","3.87","3.01","0.16","8.41","10.34","7","39.73","44.16","60.07","38.35"
"24","5.53","2.62","3.85","0.99","4.56","5.13","6","25.67","41.82","43.48","25.62"
"24","5.83","2.1","2.7","3.07","7.55","7.31","10","30.15","47.98","53.59","27.98"
"18","4.6","1.67","2.25","0.67","9.14","5.13","4","24.58","31.79","34.98","10"
"24","5.65","3.46","1.15","2.52","6.85","3.4","10","45.2","38.83","63.78","35.75"
"16","3.15","0.87","5.51","1.83","8.56","8.45","4","16.4","38.43","23.37","6.03"
"19","5.63","3.51","0","1.07","9.57","8.69","4","41.8","17.05","53.81","29.26"
"25","5.77","2.37","4.7","0.4","8.53","6.75","7","32.55","53.18","61.78","32.47"
"16","5.27","1.43","1.52","1.41","7.23","8.02","4","33.93","52.74","36.45","23.04"
"17","7.19","1.83","4.17","0.57","6.97","4.34","7","33.52","36.21","60.29","32.38"
"19","8.1","1.64","3.71","1.06","7.93","5.17","1","35.15","26.61","56.35","28.17"
"25","5.74","1.99","3.52","0.78","8.43","8.13","6","31.12","41.26","56.44","25.76"
"23","6.26","3.21","0.96","0","6.24","4.98","4","35.41","49.84","38.15","20.5"
"25","5.54","1.77","2.7","0","7.1","5.9","5","21.39","35.11","33.49","11.47"
"21","7.63","1.12","4.6","1.26","5.12","8.33","4","25.01","55.9","39.42","8.97"
"19","2.45","3.14","2.65","2.28","6.97","2.71","2","6.14","37.9","5.03","1"
"19","5.95","2.24","5.86","0.68","6.78","8.83","1","23.39","47.76","26.39","6.54"
"21","6.4","2.37","3.29","1.94","5.86","8.88","5","28.81","34.84","46.42","28.65"
"16","6.47","1.65","1.69","2.29","5.97","4.01","8","39.89","58.9","50.82","29.97"
"20","4.34","1.37","3.02","0.59","6.76","9.29","2","19.21","56.19","26.5","9.77"
"19","6.73","2.37","3.47","0.3","6.52","4.48","3","37.58","31.74","45.49","18.38"
"23","6.54","3.93","3.96","1.89","6.82","7.67","6","25.37","29.78","58.22","32.67"
"25","4.72","3.06","3.71","0.91","7.51","8.35","6","26.12","25.72","43.59","31.24"
"24","4.58","2.6","3.35","2.03","7.19","7.72","5","27.87","54.29","30.45","16.18"
"25","6.61","2.49","4.15","2.33","7.93","8.83","9","31.56","48.96","57.55","31.03"
"17","2.27","1.82","4.95","0.99","8.71","5.34","8","26.33","33.91","34.7","12.05"
"17","3.5","3.41","2.6","0","6.02","6.45","4","36.67","36.45","31.98","21.49"
"23","2.93","3.65","3.16","0.56","7.82","8.49","9","36.62","35.9","52.61","39.89"
"21","5.08","0.98","2.29","1.96","8.65","5.83","6","35.19","59.38","43.29","26.89"
"23","5.16","2.12","5.53","1.58","7.77","7.56","3","18.66","18.78","39.16","13.95"
"16","3.31","1.45","2.4","0","6.38","6.05","4","27.63","37.29","33.31","18.47"
"18","5.99","1.54","2.89","1.83","7.11","7.9","3","25.83","40.64","33.62","12.9"
"22","1.77","0.99","3.78","3.11","6.7","9.83","1","6.78","48.1","10.11","1"
"22","4.41","0","1.54","2.2","9.44","9.53","8","27","30.22","47.3","25.6"
"20","5.05","3.28","4.27","1.78","8.94","8.74","8","43.74","32.24","52.03","33.28"
"24","4.35","2.89","2.62","0.82","5.28","5.55","1","17.52","40.98","28.06","9.68"
"17","5.09","1.46","1.57","0.64","6.4","6.6","2","25.26","41.08","29.38","9.28"
"16","3.74","2.37","2.83","0.28","5.94","11.14","9","25.92","45.55","41.73","16.95"
"18","2.07","2.81","1.57","0","6.4","3.44","1","21.4","48.53","7.77","5.87"
"22","1.59","3.54","5.16","3.86","6.72","8.88","6","17.36","49.19","14.12","4.51"
"23","3.87","2.14","1.28","1.03","7.39","7.49","4","31.83","43.35","30.07","25.16"
"23","4.28","2.85","3.1","2.81","8.35","9.2","7","33.11","39.18","44.17","19.85"
"17","1.32","2.78","3.87","0.11","6.1","6.72","7","35.61","61.89","20.76","2.51"
"21","5.61","1.09","3.65","3.28","8.41","12.25","4","23.87","67.61","27.54","11.45"
"20","7.29","1.69","1.73","3.47","6.9","4.13","3","34.49","34.08","50.86","28.12"
"17","6","3.49","4.46","5.06","7.6","1.17","3","22.08","19.42","48.25","29.43"
"25","4.33","1.08","5.13","1.09","5.26","2.18","3","23.6","49.88","27.32","1.53"
"16","4.88","3.81","4.11","1.13","6.62","4.2","6","20.52","39.19","39.69","19.47"
"19","0.21","0","3.91","0","8.94","4.87","6","13.11","51.39","4.53","1"
"21","2.94","3.6","5.18","2.17","8.42","4.06","5","19.7","40.05","30.34","8.65"
"24","5.37","1.77","2.14","0.69","7.87","6.85","1","30.55","34.67","31.5","21.69"
"24","5.74","2.26","1.74","4.06","6.81","4.37","3","22.01","51.56","32.95","12.81"
"18","4.27","1.96","2.01","0","7.54","8.11","1","30.88","41.69","26.34","13.94"
"24","4.51","2.66","1.66","4.13","6.06","6.84","4","23.14","48.08","34.45","12.08"
"21","3.04","0.15","1.96","0.67","6.47","4.5","10","34.21","49.93","42.77","12.92"
"23","1.41","4.2","4.03","4.55","8.2","7.54","2","9.98","10.41","12.99","8.96"
"23","3.22","3.05","3.52","1.22","6.1","7.77","2","10.28","76.82","1","1"
"18","5.04","1.32","1.25","0.46","7.3","4.75","9","49.49","47.4","52.37","35.09"
"18","6.35","0.72","3.59","1.49","5.68","9.7","8","35.41","75.52","56.28","18.57"
"24","4.12","3.21","1.89","3.73","7.3","11.37","4","27.52","37.42","35.23","19.34"
"25","3.61","3.63","3.93","1.74","7.93","12.07","1","15.73","47.98","5.33","1"
"18","4.94","2.69","4.08","0","8.45","7.86","2","20.15","18.49","34.92","22.66"
"19","3.28","1.82","2.31","2.56","6.58","10.61","6","27.4","71.88","30.92","7.38"
"22","4.26","3.06","1.96","1.13","6.8","8.92","2","23.91","52.44","13.46","3"
"24","2.03","0","5.77","2.66","8.62","7","1","5.58","47.99","5.15","1.42"
"18","4.84","2.37","2.6","1.28","7.68","10.76","9","42.28","30.82","58.56","33.56"
"16","3.33","2.47","2","0.56","7.29","3.37","2","19.97","32.07","18.25","18.84"
"17","5.45","3.44","2.39","0.01","7.06","7.86","9","47.55","56.65","59.57","34.54"
"25","3.41","2.29","4.75","3.34","6.11","4.29","4","19.6","38.56","32.9","20.2"
"19","5.96","3.27","2.45","0.64","6.91","5.9","5","32.88","54.94","39.55","20.6"
"22","5.42","0.92","1.83","0","6.03","4.06","1","21.61","35.78","23.82","10.2"
"16","5.34","0.61","4.84","1.45","7.22","4.35","7","20.99","44.21","38.93","19.26"
"19","6.73","4.86","0.71","1.58","7.56","6.07","3","36.57","41.04","40.38","27.47"
"17","4.06","0","4.74","1.76","9.44","2.45","5","8","32.96","19.6","6.2"
"22","5.98","1.9","3.51","0","5.85","4.13","10","43.54","47.89","63.74","36.75"
"22","5.42","0","0","0.38","8","4.72","9","38.9","41.15","55.63","39.66"
"22","8.34","2.68","4.29","0.21","8.3","6.83","9","44.66","67.2","65.99","25.75"
"21","9.3","1.44","4.4","4.36","6.98","6.51","1","25.7","61.61","42.88","19.99"
"20","4.75","0.07","0.85","1.43","7.42","4.69","9","32.85","32.48","57.99","36.56"
"18","6.8","3.62","2.06","0.89","7.95","3.78","1","23.75","28.9","32.82","7.89"
"23","6.24","2.56","0","0.84","7.06","6.05","1","31.83","37.47","28.83","11.57"
"22","5.67","2.99","5.21","2.05","10","5.78","6","26.86","22.01","46.7","31.58"
"17","5.73","1.03","2.79","0.86","8.15","10.37","7","42.98","30.16","66.56","33.85"
"20","1.18","0.98","3.52","2.24","4.76","7.37","5","11.58","76.53","12.15","7.62"
